id,name,updated_at,created_at,gender,type,national_team_id,main_team,senior_team,level
d290afa1-b78a-4c48-8b5f-6b58db52bdd1,Brazil Selection,24/04/2020 17:30,24/04/2020 17:30,M,select,c101883b-5108-4a55-985e-4b84d2a3c02d,Brazil,c101883b-5108-4a55-985e-4b84d2a3c02d,3
6289375a-b831-4455-9f9f-774e95694d15,Brazil U20s,24/04/2020 17:30,24/04/2020 17:30,M,international_age_grade,c101883b-5108-4a55-985e-4b84d2a3c02d,Brazil,c101883b-5108-4a55-985e-4b84d2a3c02d,3
68d37772-e670-4a85-bf2d-69befacd2776,Brazil Women,05/05/2020 17:53,05/05/2020 17:53,F,international_women,c101883b-5108-4a55-985e-4b84d2a3c02d,Brazil,c101883b-5108-4a55-985e-4b84d2a3c02d,1
4c46b821-1c26-485c-8319-34e844f66f52,Bridgend,13/04/2020 17:45,13/04/2020 17:45,M,club,33c5dddd-470e-4bbf-888a-41de5eba7f59,,,1
fe648fb2-f492-458a-9118-7246709099b2,Bridgend Athletic,06/08/2020 14:33,06/08/2020 14:33,M,club,33c5dddd-470e-4bbf-888a-41de5eba7f59,,,1
16634087-ef33-4629-b237-1c015d48758f,Brisbane Academy,24/04/2020 17:30,24/04/2020 17:30,M,other,216fc1fc-f969-462b-8875-b1910c85e482,Australia,216fc1fc-f969-462b-8875-b1910c85e482,5
9f88340a-4f39-4949-ad6f-0976a263674c,Brisbane City,29/04/2019 22:00,20/02/2019 14:18,M,club,216fc1fc-f969-462b-8875-b1910c85e482,,,1
1d0bfef6-fd6e-4978-b0e6-a51a8308e232,Bristol,29/04/2019 18:41,20/02/2019 14:18,M,club,f9413c17-aeb0-4739-b9ba-b9bf52991c68,,,1
1c3b7611-295a-4192-86cd-98eddf2282a9,Bristol A,06/08/2020 14:33,06/08/2020 14:33,M,club_adev_team,f9413c17-aeb0-4739-b9ba-b9bf52991c68,Bristol,1d0bfef6-fd6e-4978-b0e6-a51a8308e232,2
9bdbdfc2-2735-4824-8ea4-4746cd2c6afd,Bristol Women,20/01/2021 12:26,20/01/2021 12:26,F,club_women,f9413c17-aeb0-4739-b9ba-b9bf52991c68,Bristol,1d0bfef6-fd6e-4978-b0e6-a51a8308e232,1
4ec911de-2240-4bf1-a239-b75bbf036977,British & Irish Lions,20/02/2019 14:18,20/02/2019 14:18,M,select,,,,1
e701adb8-6cbf-4ca9-a7de-a257d9534e34,British Army,24/04/2020 17:30,24/04/2020 17:30,M,other,,,,1
496b6853-5c5e-4963-ab11-9968f5d9d0d9,British Army Women,05/05/2020 17:53,05/05/2020 17:53,F,select_women,,British Army,e701adb8-6cbf-4ca9-a7de-a257d9534e34,1
e2d093b7-7b6d-436f-af59-65a2b8dc1808,British Columbia,19/05/2020 13:05,19/05/2020 13:05,M,club,5776fd4c-0e23-4c79-82e7-c7f4cb9ec9ea,,,1
ceba2004-7852-40a1-8d2d-66a3f2fe97dc,British Navy,24/04/2021 15:01,24/04/2021 15:01,M,other,,,,1
a7fa7bac-3bf7-4d87-9d7e-54682394e0f8,British Virgin Islands,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
edbbfaff-f074-49ae-b426-cfc3b569dd06,Brive,29/04/2019 18:40,20/02/2019 14:18,M,club,7d3aef5a-7793-46ba-89b7-cbddf6fe12eb,,,1
b2fa72ea-7929-4bed-9a56-b30477838ab9,Brothers,29/04/2019 21:46,20/02/2019 14:18,M,club,216fc1fc-f969-462b-8875-b1910c85e482,,,1
4d988854-cdee-45da-a702-cbd0fb239424,Brown University Women,05/05/2020 17:53,05/05/2020 17:53,F,other_women,74412498-e87e-42d0-9270-7d5fec902b46,USA,74412498-e87e-42d0-9270-7d5fec902b46,5
