learning_rate,batch_size,optimizer,optimizer_name,optimizer_params,loss_function,metric,epochs,activation_layers,pca_threshold,pca,n_splits,class_weights_enabled,avg_score,avg_accuracy,avg_precision,avg_recall,avg_f1_score,avg_TP_accuracy,avg_TN_accuracy,avg_TP_TN_accuracy,confusion_matrix
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.01, 'l1_reg': 0.001}]",,False,5,False,[1.7599546e-01 6.7658000e+03],0.9558103973398987,0.9559451473153174,0.9998518868073475,0.9774048419026353,0.9559451473153174,0.0,0.4779725736576587,"[[6769    0]
 [ 309    0]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.01, 'l1_reg': 0.0001}]",,False,5,False,[1.87069771e-01 6.76720000e+03],0.9560081893358612,0.9560316139921448,0.9999705362404242,0.9775065175244275,0.9560316139921448,0.2,0.5780158069960724,"[[6769    0]
 [ 306    3]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.001, 'l1_reg': 0.1}]",,False,5,False,[1.81435454e-01 6.76680000e+03],0.9559516722049516,0.9559516722049516,1.0,0.9774788710504513,0.9559516722049516,0.0,0.4779758361024758,"[[6769    0]
 [ 309    0]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.001, 'l1_reg': 0.01}]",,False,5,False,[1.74153364e-01 6.76780000e+03],0.9560929390867952,0.956369974703947,0.9996745642718914,0.9775421916891291,0.956369974703947,0.35428571428571426,0.6553278444948306,"[[6769    0]
 [ 309    0]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.001, 'l1_reg': 0.001}]",,False,5,False,[1.72984487e-01 6.76800000e+03],0.9561211956564476,0.9566816392544327,0.9993496958630155,0.9775492898687379,0.9566816392544327,0.5644444444444445,0.7605630418494387,"[[6764    5]
 [ 303    6]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.001, 'l1_reg': 0.0001}]",,False,5,False,[1.7184369e-01 6.7680000e+03],0.9561211836816333,0.9564491332726828,0.9996155713249919,0.9775550640691956,0.9564491332726828,0.6120634920634922,0.7842563126680875,"[[6766    3]
 [ 305    4]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.0001, 'l1_reg': 0.1}]",,False,5,False,[1.82193854e-01 6.76560000e+03],0.9557821567366652,0.9559955078643133,0.9997633136094674,0.9773887631903794,0.9559955078643133,0.04,0.4979977539321567,"[[6769    0]
 [ 309    0]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.0001, 'l1_reg': 0.01}]",,False,5,False,[1.75871e-01 6.77040e+03],0.9564602385678347,0.9579403924941673,0.9982852945499708,0.9776955486527538,0.9579403924941673,0.5623335923335924,0.7601369924138799,"[[6755   14]
 [ 288   21]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.0001, 'l1_reg': 0.001}]",,False,5,False,[1.78124779e-01 6.76960000e+03],0.9563472082976201,0.9582213389204887,0.9978417424330142,0.9776290741271143,0.9582213389204887,0.5452147823572309,0.7517180606388598,"[[6751   18]
 [ 289   20]]"
0.001,128,"(<class 'keras.optimizers.optimizer_experimental.adam.Adam'>, {'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001})",Adam,"{'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-07, 'amsgrad': False, 'learning_rate': 0.001}",<keras.losses.BinaryCrossentropy object at 0x00000212C1F10460>,"TrueNegatives(name=true_negatives_2,dtype=float32,thresholds=None)",100,"[{'nodes': 256, 'activation': 'softplus', 'l2_reg': 0.0001, 'l1_reg': 0.0001}]",,False,5,False,[1.72982433e-01 6.77020000e+03],0.9564320019562056,0.9578607096888373,0.9983443892647512,0.9776825275280181,0.9578607096888373,0.5838229352347001,0.7708418224617687,"[[6760    9]
 [ 293   16]]"
